"행정구역","2026년04월_전체세대","2026년04월_1인세대","2026년04월_2인세대","2026년04월_3인세대","2026년04월_4인세대","2026년04월_5인세대","2026년04월_6인세대","2026년04월_7인세대","2026년04월_8인세대","2026년04월_9인세대","2026년04월_10인이상세대"
"전라남도 보성군 율어면(4678034000)","679","416","183","42","23","10","2","2","0","1","0"
"전라남도 보성군 복내면(4678035000)","956","596","260","63","24","5","4","2","1","1","0"
"전라남도 보성군 문덕면(4678036000)","601","399","149","30","13","6","2","1","1","0","0"
"전라남도 보성군 조성면(4678037000)","2,086","1,248","593","166","54","14","6","5","0","0","0"
"전라남도 보성군 득량면(4678038000)","1,558","935","436","113","57","13","3","0","1","0","0"
"전라남도 보성군 득량면예당출장소(4678038500)","664","386","180","59","25","10","2","0","0","0","2"
"전라남도 보성군 회천면(4678039000)","1,744","983","541","130","64","21","2","3","0","0","0"
"전라남도 보성군 웅치면(4678040000)","649","386","188","54","18","2","0","0","1","0","0"
"전라남도 화순군 (4679000000)","31,636","15,629","8,595","3,928","2,372","857","189","44","11","4","7"
"전라남도 화순군 화순읍(4679025000)","18,488","7,831","4,862","2,902","2,003","721","135","25","6","1","2"
"전라남도 화순군 한천면(4679031000)","572","342","153","54","16","5","1","1","0","0","0"
"전라남도 화순군 한천면영외출장소(4679031500)","265","161","83","17","1","2","1","0","0","0","0"
"전라남도 화순군 춘양면(4679032000)","1,000","594","284","72","36","8","4","0","1","0","1"
"전라남도 화순군 청풍면(4679033000)","645","417","169","43","14","2","0","0","0","0","0"
"전라남도 화순군 이양면(4679034000)","1,078","668","316","66","14","7","4","1","1","0","1"
"전라남도 화순군 능주면(4679035000)","1,567","828","432","174","84","30","12","3","1","3","0"
"전라남도 화순군 도곡면(4679036000)","1,589","858","493","145","58","21","11","2","0","0","1"
"전라남도 화순군 도암면(4679037000)","860","538","232","65","14","10","0","1","0","0","0"
"전라남도 화순군 이서면(4679038000)","574","338","181","34","9","5","1","3","1","0","2"
"전라남도 화순군 백아면(4679039500)","983","637","264","54","19","7","2","0","0","0","0"
"전라남도 화순군 동복면(4679040000)","952","595","272","56","17","9","3","0","0","0","0"
"전라남도 화순군 사평면(4679041500)","1,244","727","357","110","28","13","5","4","0","0","0"
"전라남도 화순군 동면(4679042000)","1,819","1,095","497","136","59","17","10","4","1","0","0"
"전라남도 장흥군 (4680000000)","19,661","10,750","5,562","1,904","940","376","99","17","9","2","2"
"전라남도 장흥군 장흥읍(4680025000)","7,639","3,796","1,968","988","570","245","52","12","6","1","1"
"전라남도 장흥군 관산읍(4680025300)","2,605","1,446","829","206","79","33","7","2","2","1","0"
"전라남도 장흥군 대덕읍(4680025600)","1,793","1,044","533","136","59","14","6","0","1","0","0"
"전라남도 장흥군 용산면(4680031000)","1,287","767","366","93","36","15","7","2","0","0","1"
"전라남도 장흥군 안양면(4680032000)","1,604","967","440","123","44","19","10","1","0","0","0"
"전라남도 장흥군 장동면(4680033000)","695","415","194","57","19","8","2","0","0","0","0"
"전라남도 장흥군 장평면(4680034000)","1,218","737","355","75","38","11","2","0","0","0","0"
"전라남도 장흥군 유치면(4680035000)","608","387","167","38","11","3","2","0","0","0","0"
"전라남도 장흥군 부산면(4680036000)","822","477","244","67","23","7","4","0","0","0","0"
"전라남도 장흥군 회진면(4680037000)","1,390","714","466","121","61","21","7","0","0","0","0"
"전라남도 강진군 (4681000000)","18,150","9,785","5,193","1,749","951","349","89","24","5","2","3"
"전라남도 강진군 강진읍(4681025000)","6,504","3,245","1,717","785","508","187","44","12","3","2","1"
"전라남도 강진군 군동면(4681031000)","2,484","1,169","757","299","181","58","16","3","0","0","1"
"전라남도 강진군 칠량면(4681032000)","1,227","695","389","84","32","18","7","2","0","0","0"
"전라남도 강진군 대구면(4681033000)","617","363","177","53","12","7","2","2","1","0","0"
"전라남도 강진군 도암면(4681034000)","1,417","822","434","97","44","14","4","1","1","0","0"
"전라남도 강진군 신전면(4681035000)","985","563","315","62","24","16","3","2","0","0","0"
"전라남도 강진군 성전면(4681036000)","1,601","936","462","130","49","18","5","1","0","0","0"
"전라남도 강진군 작천면(4681037000)","1,059","653","295","72","26","11","2","0","0","0","0"
"전라남도 강진군 병영면(4681038000)","898","531","263","57","34","10","3","0","0","0","0"
"전라남도 강진군 옴천면(4681039000)","362","233","83","31","10","2","1","1","0","0","1"
"전라남도 강진군 마량면(4681040000)","996","575","301","79","31","8","2","0","0","0","0"
"전라남도 해남군 (4682000000)","34,533","17,974","10,053","3,664","1,870","747","157","34","17","4","13"
"전라남도 해남군 해남읍(4682025000)","11,414","5,200","2,931","1,671","1,114","398","77","10","5","1","7"
"전라남도 해남군 삼산면(4682031000)","1,554","837","484","149","58","19","4","1","0","1","1"
"전라남도 해남군 화산면(4682032000)","1,644","865","532","160","48","27","7","2","2","1","0"
"전라남도 해남군 현산면(4682033000)","1,521","842","482","128","43","18","5","1","2","0","0"
"전라남도 해남군 송지면(4682034000)","3,190","1,774","945","289","110","53","11","6","1","0","1"
"전라남도 해남군 북평면(4682035000)","1,455","764","500","127","42","20","1","0","1","0","0"
"전라남도 해남군 북일면(4682036000)","1,092","602","364","79","29","12","4","1","1","0","0"
"전라남도 해남군 옥천면(4682037000)","1,642","967","456","118","64","29","4","1","1","0","2"
"전라남도 해남군 계곡면(4682038000)","1,245","724","372","98","30","13","7","0","0","0","1"
"전라남도 해남군 마산면(4682039000)","1,363","789","389","111","47","23","3","1","0","0","0"
"전라남도 해남군 황산면(4682040000)","2,456","1,298","818","205","71","50","10","2","2","0","0"
"전라남도 해남군 산이면(4682041000)","2,003","1,100","614","170","82","23","8","4","2","0","0"
"전라남도 해남군 문내면(4682042000)","2,006","1,046","634","203","79","32","9","3","0","0","0"
"전라남도 해남군 화원면(4682043000)","1,948","1,166","532","156","53","30","7","2","0","1","1"
"전라남도 영암군 (4683000000)","28,442","15,685","7,378","3,012","1,626","562","130","34","7","2","6"
"전라남도 영암군 영암읍(4683025000)","4,035","2,037","1,048","506","296","106","27","10","2","1","2"
"전라남도 영암군 삼호읍(4683025300)","7,699","3,815","1,839","1,064","698","226","44","8","2","0","3"
"전라남도 영암군 삼호읍서부출장소(4683025400)","3,272","1,917","682","334","235","82","14","6","0","1","1"
"전라남도 영암군 덕진면(4683031000)","1,053","665","264","80","25","14","4","1","0","0","0"
"전라남도 영암군 금정면(4683032000)","1,220","715","368","93","28","14","2","0","0","0","0"
"전라남도 영암군 신북면(4683033000)","2,126","1,292","582","170","51","23","4","3","1","0","0"
"전라남도 영암군 시종면(4683034000)","2,016","1,216","567","154","51","17","10","1","0","0","0"
"전라남도 영암군 도포면(4683035000)","1,273","767","342","107","47","9","0","1","0","0","0"
"전라남도 영암군 군서면(4683036000)","1,799","1,026","525","154","63","27","4","0","0","0","0"
"전라남도 영암군 서호면(4683037000)","1,105","674","299","81","30","12","7","2","0","0","0"
"전라남도 영암군 학산면(4683038000)","1,629","899","478","160","62","22","5","2","1","0","0"
"전라남도 영암군 미암면(4683039000)","1,215","662","384","109","40","10","9","0","1","0","0"
"전라남도 무안군 (4684000000)","46,669","21,140","11,626","6,903","5,287","1,384","242","64","15","2","6"
"전라남도 무안군 무안읍(4684025000)","5,601","2,845","1,459","652","453","150","27","11","3","0","1"
"전라남도 무안군 일로읍(4684025300)","10,026","2,688","2,390","2,281","2,147","442","67","7","3","0","1"
"전라남도 무안군 삼향읍(4684025600)","2,440","1,250","729","263","122","45","17","10","1","1","2"
"전라남도 무안군 삼향읍남악출장소(4684025800)","14,529","5,860","3,171","2,604","2,185","602","83","19","4","0","1"
"전라남도 무안군 몽탄면(4684032000)","1,751","1,052","508","129","38","14","9","0","1","0","0"
"전라남도 무안군 청계면(4684033000)","4,094","2,676","927","289","130","50","14","5","2","0","1"
"전라남도 무안군 현경면(4684034000)","2,648","1,541","801","200","70","21","10","4","1","0","0"
"전라남도 무안군 망운면(4684035000)","1,131","655","333","93","29","16","4","0","0","1","0"
"전라남도 무안군 해제면(4684036000)","2,775","1,620","821","237","66","20","5","6","0","0","0"
"전라남도 무안군 운남면(4684037000)","1,674","953","487","155","47","24","6","2","0","0","0"
"전라남도 함평군 (4686000000)","17,614","10,267","4,693","1,508","738","287","89","19","8","0","5"
"전라남도 함평군 함평읍(4686025000)","4,396","2,359","1,109","470","295","117","33","8","2","0","3"
"전라남도 함평군 손불면(4686031000)","1,887","1,108","534","151","69","16","6","3","0","0","0"
"전라남도 함평군 신광면(4686032000)","1,001","607","282","71","24","10","5","2","0","0","0"
"전라남도 함평군 학교면(4686033000)","2,062","1,278","527","155","56","34","10","0","0","0","2"
"전라남도 함평군 엄다면(4686034000)","1,081","649","291","82","42","12","4","1","0","0","0"
"전라남도 함평군 대동면(4686035000)","1,834","1,091","495","155","50","27","13","2","1","0","0"
"전라남도 함평군 나산면(4686036000)","1,600","939","464","122","52","16","2","2","3","0","0"
"전라남도 함평군 해보면(4686037000)","1,661","966","472","131","64","20","6","1","1","0","0"
"전라남도 함평군 월야면(4686038000)","2,092","1,270","519","171","86","35","10","0","1","0","0"
"전라남도 영광군 (4687000000)","28,715","14,783","7,518","3,272","2,018","786","226","66","31","3","12"
"전라남도 영광군 영광읍(4687025000)","11,317","5,105","2,803","1,641","1,133","462","126","26","16","1","4"
"전라남도 영광군 백수읍(4687025300)","2,577","1,439","735","222","107","44","20","5","2","1","2"
"전라남도 영광군 홍농읍(4687025600)","3,773","2,003","885","419","339","98","12","9","7","0","1"
"전라남도 영광군 대마면(4687031000)","1,015","615","268","80","31","13","5","2","0","0","1"
"전라남도 영광군 묘량면(4687032000)","974","515","282","97","50","18","8","3","1","0","0"
"전라남도 영광군 불갑면(4687033000)","829","440","260","67","33","15","9","3","1","0","1"
"전라남도 영광군 군서면(4687034000)","1,260","673","353","131","55","29","11","4","2","0","2"
"전라남도 영광군 군남면(4687035000)","1,382","787","415","111","39","15","9","6","0","0","0"
"전라남도 영광군 염산면(4687036000)","2,383","1,405","680","187","77","20","10","2","2","0","0"
"전라남도 영광군 법성면(4687037000)","2,734","1,466","743","296","140","67","14","6","0","1","1"
"전라남도 영광군 낙월면(4687038000)","316","227","59","14","9","5","2","0","0","0","0"
"전라남도 영광군 낙월면안마출장소(4687038500)","155","108","35","7","5","0","0","0","0","0","0"
"전라남도 장성군 (4688000000)","23,555","12,267","6,457","2,638","1,437","541","141","51","14","4","5"
"전라남도 장성군 장성읍(4688025000)","7,569","3,520","2,076","1,019","653","220","59","19","1","0","2"
"전라남도 장성군 진원면(4688031000)","1,788","834","515","218","130","57","14","11","6","1","2"
"전라남도 장성군 남면(4688032000)","2,184","1,309","568","168","87","40","12","0","0","0","0"
"전라남도 장성군 동화면(4688033000)","1,081","619","292","108","41","17","2","2","0","0","0"
"전라남도 장성군 삼서면(4688034000)","1,694","917","495","155","75","37","9","4","2","0","0"
"전라남도 장성군 삼계면(4688035000)","2,737","1,405","718","311","204","79","14","4","1","0","1"
"전라남도 장성군 황룡면(4688036000)","2,126","1,151","570","258","94","37","10","3","1","2","0"
"전라남도 장성군 서삼면(4688037000)","854","466","251","81","41","10","2","2","0","1","0"
"전라남도 장성군 북일면(4688038000)","810","482","220","72","22","10","3","1","0","0","0"
"전라남도 장성군 북이면(4688039000)","1,506","827","441","144","53","28","10","2","1","0","0"
"전라남도 장성군 북하면(4688040000)","1,206","737","311","104","37","6","6","3","2","0","0"
"전라남도 완도군 (4689000000)","24,980","13,144","7,332","2,492","1,314","523","127","32","11","2","3"
"전라남도 완도군 완도읍(4689025000)","8,739","4,308","2,323","1,103","691","245","51","12","3","2","1"
"전라남도 완도군 금일읍(4689025300)","2,000","1,151","565","165","73","39","5","2","0","0","0"
"전라남도 완도군 노화읍(4689025600)","2,053","1,089","573","210","107","55","12","7","0","0","0"
"전라남도 완도군 노화읍넙도출장소(4689029000)","406","219","124","44","11","6","2","0","0","0","0"
"전라남도 완도군 군외면(4689031000)","1,794","1,035","561","134","42","14","8","0","0","0","0"
"전라남도 완도군 신지면(4689032000)","1,805","988","553","180","53","16","9","3","2","0","1"
"전라남도 완도군 고금면(4689033000)","2,169","1,155","691","186","80","43","10","3","1","0","0"
"전라남도 완도군 약산면(4689034000)","1,312","742","413","93","42","15","4","2","1","0","0"
"전라남도 완도군 청산면(4689035000)","1,137","642","359","81","39","11","3","1","1","0","0"
"전라남도 완도군 청산면모도출장소(4689035500)","133","75","44","8","5","0","1","0","0","0","0"
"전라남도 완도군 소안면(4689036000)","1,269","636","442","111","52","20","5","2","0","0","1"
