"행정구역","2026년04월_전체세대","2026년04월_1인세대","2026년04월_2인세대","2026년04월_3인세대","2026년04월_4인세대","2026년04월_5인세대","2026년04월_6인세대","2026년04월_7인세대","2026년04월_8인세대","2026년04월_9인세대","2026년04월_10인이상세대"
"충청북도 청주시 청원구 내덕1동(4311452000)","4,189","2,134","1,198","511","247","76","19","3","0","1","0"
"충청북도 청주시 청원구 내덕2동(4311453000)","6,733","3,413","1,672","887","588","139","27","7","0","0","0"
"충청북도 청주시 청원구 율량.사천동(4311454000)","22,219","9,608","5,554","3,585","2,672","681","90","23","5","0","1"
"충청북도 청주시 청원구 오근장동(4311455000)","7,466","2,668","1,732","1,372","1,351","297","35","9","0","1","1"
"충청북도 충주시 (4313000000)","104,943","47,491","29,937","15,244","9,348","2,309","471","91","26","9","17"
"충청북도 충주시 주덕읍(4313025000)","5,288","2,361","1,571","768","435","113","30","7","1","1","1"
"충청북도 충주시 살미면(4313031000)","1,054","484","407","113","31","16","2","1","0","0","0"
"충청북도 충주시 수안보면(4313032500)","1,603","848","527","140","64","15","4","4","1","0","0"
"충청북도 충주시 대소원면(4313033500)","6,080","3,892","1,234","589","276","62","17","6","3","0","1"
"충청북도 충주시 신니면(4313035000)","1,565","805","564","136","45","6","6","2","0","0","1"
"충청북도 충주시 노은면(4313036000)","1,232","604","464","111","32","14","5","0","1","0","1"
"충청북도 충주시 앙성면(4313037000)","2,256","1,237","749","182","55","20","11","1","0","0","1"
"충청북도 충주시 중앙탑면(4313038500)","6,485","2,305","1,726","1,299","917","198","26","9","2","2","1"
"충청북도 충주시 금가면(4313039000)","1,928","893","574","271","127","44","15","4","0","0","0"
"충청북도 충주시 동량면(4313040000)","1,848","875","656","212","65","24","10","3","1","1","1"
"충청북도 충주시 산척면(4313041000)","1,249","638","435","126","30","15","3","2","0","0","0"
"충청북도 충주시 엄정면(4313042000)","1,626","777","592","167","60","18","8","2","0","0","2"
"충청북도 충주시 소태면(4313043000)","1,048","502","399","87","39","13","8","0","0","0","0"
"충청북도 충주시 성내.충인동(4313051500)","1,439","852","360","138","59","20","8","0","2","0","0"
"충청북도 충주시 교현.안림동(4313053500)","10,093","3,832","3,090","1,720","1,108","271","59","8","2","2","1"
"충청북도 충주시 교현2동(4313054000)","3,391","1,841","919","401","167","49","12","2","0","0","0"
"충청북도 충주시 용산동(4313055000)","6,043","2,086","1,763","1,132","826","192","31","10","3","0","0"
"충청북도 충주시 지현동(4313056000)","2,447","1,120","746","311","195","57","16","2","0","0","0"
"충청북도 충주시 문화동(4313057100)","4,549","2,149","1,425","588","278","82","23","3","0","0","1"
"충청북도 충주시 호암.직동(4313058000)","9,701","3,587","2,361","1,854","1,509","344","40","4","1","0","1"
"충청북도 충주시 달천동(4313060500)","2,779","1,928","573","180","57","25","9","2","3","0","2"
"충청북도 충주시 봉방동(4313061000)","4,913","2,514","1,304","632","372","66","21","2","2","0","0"
"충청북도 충주시 칠금.금릉동(4313062500)","6,253","2,408","1,887","1,073","685","166","26","4","2","0","2"
"충청북도 충주시 연수동(4313063000)","17,224","7,831","4,803","2,517","1,596","400","63","10","2","1","1"
"충청북도 충주시 목행.용탄동(4313064000)","2,849","1,122","808","497","320","79","18","3","0","2","0"
"충청북도 제천시 (4315000000)","67,164","31,854","19,299","8,670","5,426","1,509","309","63","24","5","5"
"충청북도 제천시 봉양읍(4315025000)","3,670","1,859","1,224","367","134","63","18","3","1","1","0"
"충청북도 제천시 금성면(4315031000)","989","510","343","84","31","12","9","0","0","0","0"
"충청북도 제천시 청풍면(4315032000)","801","494","231","51","14","5","3","3","0","0","0"
"충청북도 제천시 수산면(4315033000)","1,257","726","404","92","23","8","2","1","1","0","0"
"충청북도 제천시 덕산면(4315034000)","1,170","610","409","94","33","16","5","1","0","0","2"
"충청북도 제천시 한수면(4315035000)","406","244","113","33","9","5","0","1","1","0","0"
"충청북도 제천시 백운면(4315036000)","1,919","962","718","138","64","28","7","1","1","0","0"
"충청북도 제천시 송학면(4315038000)","2,652","1,353","909","255","92","29","8","1","4","1","0"
"충청북도 제천시 교동(4315051000)","8,775","2,879","2,609","1,643","1,253","326","51","9","4","1","0"
"충청북도 제천시 의림지동(4315051800)","4,642","2,045","1,257","716","467","122","27","5","1","1","1"
"충청북도 제천시 중앙동(4315052800)","2,848","1,493","850","289","131","68","12","4","1","0","0"
"충청북도 제천시 남현동(4315053700)","2,452","1,223","763","285","123","42","11","4","0","0","1"
"충청북도 제천시 영서동(4315054700)","4,855","2,330","1,298","618","454","123","26","4","1","0","1"
"충청북도 제천시 용두동(4315056000)","10,964","5,996","2,390","1,354","962","205","45","5","6","1","0"
"충청북도 제천시 신백동(4315057700)","5,141","2,305","1,537","735","421","116","18","8","1","0","0"
"충청북도 제천시 청전동(4315059000)","7,814","3,847","2,465","899","431","136","32","4","0","0","0"
"충청북도 제천시 화산동(4315060500)","6,809","2,978","1,779","1,017","784","205","35","9","2","0","0"
"충청북도 보은군 (4372000000)","17,074","8,563","5,444","1,716","874","352","85","25","7","3","5"
"충청북도 보은군 보은읍(4372025000)","7,158","3,182","2,181","931","566","227","49","15","4","1","2"
"충청북도 보은군 속리산면(4372031500)","1,043","602","323","73","26","15","3","0","0","0","1"
"충청북도 보은군 장안면(4372032500)","798","407","253","78","43","12","5","0","0","0","0"
"충청북도 보은군 마로면(4372033000)","1,228","623","443","96","41","18","3","3","0","0","1"
"충청북도 보은군 탄부면(4372034000)","957","510","330","77","29","7","2","0","0","2","0"
"충청북도 보은군 삼승면(4372035000)","1,291","689","426","114","36","18","6","1","1","0","0"
"충청북도 보은군 수한면(4372036000)","1,064","555","364","85","38","12","5","4","1","0","0"
"충청북도 보은군 회남면(4372037000)","479","301","140","23","7","7","1","0","0","0","0"
"충청북도 보은군 회인면(4372038500)","1,052","604","327","80","28","9","3","1","0","0","0"
"충청북도 보은군 내북면(4372039000)","1,015","588","320","60","29","13","3","1","1","0","0"
"충청북도 보은군 산외면(4372040000)","989","502","337","99","31","14","5","0","0","0","1"
"충청북도 옥천군 (4373000000)","26,507","12,425","8,130","3,275","1,819","662","138","34","20","1","3"
"충청북도 옥천군 옥천읍(4373025000)","14,266","5,797","4,152","2,237","1,448","509","95","13","11","1","3"
"충청북도 옥천군 동이면(4373031000)","1,813","956","601","165","48","26","12","2","3","0","0"
"충청북도 옥천군 안남면(4373032000)","784","420","266","61","15","11","7","3","1","0","0"
"충청북도 옥천군 안내면(4373033000)","1,122","593","391","84","32","17","3","2","0","0","0"
"충청북도 옥천군 청성면(4373034000)","1,444","826","467","106","34","6","4","1","0","0","0"
"충청북도 옥천군 청산면(4373035000)","1,764","988","565","147","46","14","3","0","1","0","0"
"충청북도 옥천군 이원면(4373036000)","2,275","1,175","754","211","88","36","5","4","2","0","0"
"충청북도 옥천군 군서면(4373037000)","1,278","693","403","118","44","11","4","3","2","0","0"
"충청북도 옥천군 군북면(4373038000)","1,761","977","531","146","64","32","5","6","0","0","0"
"충청북도 영동군 (4374000000)","23,797","11,923","7,363","2,521","1,364","461","119","30","11","3","2"
"충청북도 영동군 영동읍(4374025000)","9,655","4,422","2,653","1,312","898","298","53","12","5","2","0"
"충청북도 영동군 용산면(4374031000)","1,894","1,020","622","161","66","17","5","1","2","0","0"
"충청북도 영동군 황간면(4374032000)","2,130","1,014","726","239","96","34","17","3","0","0","1"
"충청북도 영동군 추풍령면(4374033500)","1,194","597","413","117","39","20","4","1","3","0","0"
"충청북도 영동군 매곡면(4374034000)","1,023","535","343","98","30","7","6","4","0","0","0"
"충청북도 영동군 상촌면(4374035000)","1,292","697","446","92","40","11","3","3","0","0","0"
"충청북도 영동군 양강면(4374036000)","1,640","839","545","150","56","32","13","5","0","0","0"
"충청북도 영동군 용화면(4374037000)","562","324","183","34","16","1","4","0","0","0","0"
"충청북도 영동군 학산면(4374038000)","1,616","926","526","105","44","9","6","0","0","0","0"
"충청북도 영동군 양산면(4374039000)","1,039","596","315","86","26","13","1","1","0","1","0"
"충청북도 영동군 심천면(4374040000)","1,752","953","591","127","53","19","7","0","1","0","1"
"충청북도 증평군 (4374500000)","19,113","9,329","4,999","2,551","1,626","480","103","18","4","1","2"
"충청북도 증평군 증평읍(4374525000)","18,182","8,870","4,681","2,449","1,594","464","100","17","4","1","2"
"충청북도 증평군 도안면(4374531000)","931","459","318","102","32","16","3","1","0","0","0"
"충청북도 진천군 (4375000000)","43,314","20,372","11,108","6,136","4,246","1,179","196","59","12","5","1"
"충청북도 진천군 진천읍(4375025000)","15,220","7,040","4,170","2,123","1,364","408","86","25","3","1","0"
"충청북도 진천군 덕산읍(4375025300)","13,652","5,415","2,975","2,509","2,154","514","65","15","4","1","0"
"충청북도 진천군 초평면(4375032000)","1,583","750","542","179","74","35","3","0","0","0","0"
"충청북도 진천군 문백면(4375033000)","2,054","1,172","603","168","76","21","7","3","1","2","1"
"충청북도 진천군 백곡면(4375034000)","1,221","675","392","99","33","13","4","3","1","1","0"
"충청북도 진천군 이월면(4375035000)","3,733","2,042","1,070","396","152","55","13","4","1","0","0"
"충청북도 진천군 광혜원면(4375037000)","5,851","3,278","1,356","662","393","133","18","9","2","0","0"
"충청북도 괴산군 (4376000000)","22,008","11,845","6,867","1,971","857","313","116","30","4","2","3"
"충청북도 괴산군 괴산읍(4376025000)","5,121","2,687","1,379","551","336","114","39","12","1","1","1"
"충청북도 괴산군 감물면(4376031000)","1,200","631","399","100","41","19","6","4","0","0","0"
"충청북도 괴산군 장연면(4376032000)","1,222","692","389","97","29","9","5","1","0","0","0"
"충청북도 괴산군 연풍면(4376033000)","1,380","740","466","120","41","6","7","0","0","0","0"
"충청북도 괴산군 칠성면(4376034000)","1,923","1,063","576","170","70","29","11","3","1","0","0"
"충청북도 괴산군 문광면(4376035000)","1,310","712","404","115","54","14","10","1","0","0","0"
"충청북도 괴산군 청천면(4376036000)","3,267","1,822","1,059","252","81","39","12","1","0","0","1"
"충청북도 괴산군 청안면(4376037000)","2,070","1,144","671","153","61","29","9","1","1","0","1"
"충청북도 괴산군 사리면(4376039000)","1,563","828","520","135","48","22","4","5","0","1","0"
"충청북도 괴산군 소수면(4376040000)","1,308","652","440","135","52","22","6","1","0","0","0"
"충청북도 괴산군 불정면(4376041000)","1,644","874","564","143","44","10","7","1","1","0","0"
"충청북도 음성군 (4377000000)","52,185","27,294","13,944","6,130","3,595","945","204","42","11","2","18"
"충청북도 음성군 음성읍(4377025000)","8,357","4,069","2,513","1,036","555","151","23","7","2","0","1"
"충청북도 음성군 금왕읍(4377025300)","10,735","5,812","2,764","1,203","697","196","52","7","3","0","1"
"충청북도 음성군 대소읍(4377025600)","10,977","5,150","2,963","1,600","950","249","52","11","1","0","1"
"충청북도 음성군 소이면(4377031000)","1,672","915","565","122","55","10","3","0","1","0","1"
"충청북도 음성군 원남면(4377032000)","1,866","1,069","586","138","54","13","5","1","0","0","0"
"충청북도 음성군 맹동면(4377033000)","6,967","3,761","1,372","900","737","153","26","5","1","0","12"
"충청북도 음성군 삼성면(4377035000)","3,624","2,107","964","338","147","56","8","1","1","1","1"
"충청북도 음성군 생극면(4377036000)","2,577","1,533","693","203","104","29","8","6","0","0","1"
"충청북도 음성군 감곡면(4377037000)","5,410","2,878","1,524","590","296","88","27","4","2","1","0"
"충청북도 단양군 (4380000000)","15,208","7,925","4,673","1,529","750","235","68","18","3","5","2"
"충청북도 단양군 단양읍(4380025000)","5,145","2,405","1,465","698","422","123","24","5","2","1","0"
"충청북도 단양군 매포읍(4380025300)","2,640","1,366","787","288","137","44","13","4","0","0","1"
"충청북도 단양군 대강면(4380031000)","1,438","830","460","95","29","18","4","1","0","1","0"
"충청북도 단양군 가곡면(4380032000)","1,159","616","399","98","34","3","6","2","0","1","0"
"충청북도 단양군 영춘면(4380033000)","1,828","1,053","538","125","73","24","10","2","1","1","1"
"충청북도 단양군 어상천면(4380034000)","1,086","557","395","91","25","9","7","2","0","0","0"
"충청북도 단양군 적성면(4380035000)","938","538","323","57","12","3","2","2","0","1","0"
"충청북도 단양군 단성면(4380036000)","974","560","306","77","18","11","2","0","0","0","0"
"충청남도  (4400000000)","1,068,767","488,507","281,718","154,911","109,381","27,350","5,220","1,186","292","80","122"
"충청남도 천안시 (4413000000)","320,674","142,837","74,696","52,604","40,024","8,666","1,427","325","69","10","16"
"충청남도 천안시 동남구 (4413100000)","128,961","57,647","32,295","20,449","14,342","3,395","628","166","32","2","5"
"충청남도 천안시 동남구 목천읍(4413125000)","11,177","5,202","3,046","1,629","977","266","46","8","3","0","0"
"충청남도 천안시 동남구 풍세면(4413131000)","5,439","2,456","1,604","805","425","115","21","11","2","0","0"
"충청남도 천안시 동남구 광덕면(4413132000)","2,270","1,153","752","231","92","29","8","3","2","0","0"
"충청남도 천안시 동남구 북면(4413133000)","2,411","1,332","731","233","71","30","13","1","0","0","0"
"충청남도 천안시 동남구 성남면(4413134000)","1,525","772","499","154","66","22","8","3","0","0","1"
"충청남도 천안시 동남구 수신면(4413135000)","1,219","693","362","105","39","13","3","4","0","0","0"
"충청남도 천안시 동남구 병천면(4413136000)","3,619","2,201","895","321","149","39","9","4","1","0","0"
"충청남도 천안시 동남구 동면(4413137000)","1,135","643","366","87","24","6","6","2","0","0","1"
"충청남도 천안시 동남구 중앙동(4413151000)","2,779","1,732","637","251","121","28","8","1","1","0","0"
"충청남도 천안시 동남구 문성동(4413152000)","3,909","1,868","885","643","423","77","10","2","0","0","1"
"충청남도 천안시 동남구 원성1동(4413153000)","3,981","1,943","1,112","539","280","69","29","7","2","0","0"
"충청남도 천안시 동남구 원성2동(4413154000)","4,754","2,519","1,276","578","262","92","21","6","0","0","0"
"충청남도 천안시 동남구 봉명동(4413155000)","9,198","4,771","2,194","1,305","722","161","33","10","2","0","0"
"충청남도 천안시 동남구 일봉동(4413156000)","9,858","2,851","2,659","2,123","1,719","421","64","18","2","0","1"
"충청남도 천안시 동남구 신방동(4413157000)","19,578","8,156","4,500","3,318","2,790","676","106","27","4","1","0"
"충청남도 천안시 동남구 청룡동(4413158000)","24,799","7,614","6,258","5,389","4,354","980","161","32","9","1","1"
"충청남도 천안시 동남구 신안동(4413159000)","21,310","11,741","4,519","2,738","1,828","371","82","27","4","0","0"
"충청남도 천안시 서북구 (4413300000)","191,713","85,190","42,401","32,155","25,682","5,271","799","159","37","8","11"
"충청남도 천안시 서북구 성환읍(4413325000)","11,151","5,274","3,118","1,538","882","254","73","10","1","1","0"
"충청남도 천안시 서북구 성거읍(4413325300)","10,424","4,578","2,756","1,611","1,149","272","44","10","1","0","3"
"충청남도 천안시 서북구 직산읍(4413325600)","9,983","4,963","2,521","1,397","834","202","49","9","4","0","4"
"충청남도 천안시 서북구 입장면(4413331000)","4,150","2,154","1,203","493","218","60","14","7","1","0","0"
"충청남도 천안시 서북구 성정1동(4413351000)","9,580","5,336","2,278","1,174","627","133","24","5","2","0","1"
"충청남도 천안시 서북구 성정2동(4413352000)","17,623","13,219","2,861","976","412","125","25","3","2","0","0"
"충청남도 천안시 서북구 쌍용1동(4413353000)","6,135","2,796","1,629","934","593","146","26","8","3","0","0"
"충청남도 천안시 서북구 쌍용2동(4413354000)","14,822","5,273","3,862","2,910","2,194","485","73","20","2","2","1"
"충청남도 천안시 서북구 쌍용3동(4413355000)","8,066","3,511","1,999","1,311","936","256","43","8","1","1","0"
"충청남도 천안시 서북구 백석동(4413356000)","15,374","3,992","3,387","3,546","3,574","742","108","17","7","1","0"
"충청남도 천안시 서북구 불당1동(4413356600)","13,098","4,207","2,990","2,980","2,400","435","65","15","5","1","0"
"충청남도 천안시 서북구 불당2동(4413356700)","14,354","4,200","2,449","3,410","3,630","599","48","15","3","0","0"
"충청남도 천안시 서북구 부성1동(4413358000)","29,154","14,820","6,037","4,382","3,195","605","94","15","4","1","1"
"충청남도 천안시 서북구 부성2동(4413359000)","27,799","10,867","5,311","5,493","5,038","957","113","17","1","1","1"
"충청남도 공주시 (4415000000)","54,039","27,330","15,212","6,483","3,546","1,090","263","82","15","5","13"
"충청남도 공주시 유구읍(4415025000)","3,764","1,753","1,419","368","145","54","16","7","1","0","1"
"충청남도 공주시 이인면(4415031000)","1,586","776","519","186","67","25","9","3","1","0","0"
"충청남도 공주시 탄천면(4415032000)","1,567","884","477","126","47","20","9","1","0","0","3"
"충청남도 공주시 계룡면(4415033000)","2,979","1,614","972","234","95","40","16","6","1","1","0"
"충청남도 공주시 반포면(4415034000)","2,145","1,088","673","225","111","29","11","6","0","0","2"
"충청남도 공주시 의당면(4415036000)","2,373","1,191","740","279","105","40","16","1","1","0","0"
"충청남도 공주시 정안면(4415037000)","2,544","1,311","796","281","94","34","19","6","1","1","1"
"충청남도 공주시 우성면(4415038000)","2,651","1,295","872","299","117","44","13","9","1","1","0"
"충청남도 공주시 사곡면(4415039000)","1,488","722","523","148","53","24","13","5","0","0","0"
"충청남도 공주시 신풍면(4415040000)","1,577","815","522","160","48","20","5","4","1","1","1"
"충청남도 공주시 중학동(4415051000)","2,522","1,529","583","244","113","42","10","1","0","0","0"
"충청남도 공주시 웅진동(4415054000)","3,728","1,742","1,093","501","281","89","18","2","2","0","0"
"충청남도 공주시 금학동(4415055000)","2,849","1,573","652","317","208","73","22","3","0","0","1"
"충청남도 공주시 옥룡동(4415056000)","3,921","2,068","1,150","421","202","61","11","5","0","0","3"
"충청남도 공주시 신관동(4415057000)","11,162","6,363","2,429","1,338","769","218","33","6","5","1","0"
"충청남도 공주시 월송동(4415059000)","7,183","2,606","1,792","1,356","1,091","277","42","17","1","0","1"
"충청남도 보령시 (4418000000)","48,804","23,616","14,531","5,911","3,450","978","250","51","11","1","5"
"충청남도 보령시 웅천읍(4418025000)","3,294","1,843","1,000","303","110","29","6","3","0","0","0"
"충청남도 보령시 주포면(4418031000)","845","438","279","76","34","15","3","0","0","0","0"
"충청남도 보령시 오천면(4418032000)","1,108","550","384","110","42","16","5","1","0","0","0"
"충청남도 보령시 오천면어항출장소(4418032500)","817","436","245","88","26","12","8","2","0","0","0"
"충청남도 보령시 원산출장소(4418032900)","560","298","171","48","22","11","8","1","0","0","1"
"충청남도 보령시 천북면(4418033000)","1,742","853","614","174","64","22","13","1","1","0","0"
"충청남도 보령시 청소면(4418034000)","1,344","700","463","121","41","12","6","1","0","0","0"
"충청남도 보령시 청라면(4418035000)","1,934","966","671","174","76","32","10","3","2","0","0"
"충청남도 보령시 남포면(4418036000)","2,631","1,236","963","269","113","32","15","1","2","0","0"
"충청남도 보령시 주산면(4418038000)","1,322","715","445","116","38","6","1","1","0","0","0"
"충청남도 보령시 미산면(4418039000)","989","554","315","80","29","8","1","2","0","0","0"
"충청남도 보령시 성주면(4418040000)","1,127","634","327","93","55","17","1","0","0","0","0"
"충청남도 보령시 주교면(4418041000)","2,422","1,115","803","297","145","37","19","4","1","0","1"
"충청남도 보령시 대천1동(4418051500)","6,382","2,947","1,893","826","514","158","30","11","2","0","1"
"충청남도 보령시 대천2동(4418052500)","3,113","1,476","890","411","249","69","17","1","0","0","0"
"충청남도 보령시 대천3동(4418053500)","7,478","3,440","1,841","1,064","870","210","43","8","1","1","0"
"충청남도 보령시 대천4동(4418054500)","8,353","3,616","2,202","1,335","897","243","50","10","0","0","0"
"충청남도 보령시 대천5동(4418056500)","3,343","1,799","1,025","326","125","49","14","1","2","0","2"
"충청남도 아산시 (4420000000)","170,457","73,833","39,434","27,595","22,897","5,504","932","182","51","10","19"
"충청남도 아산시 염치읍(4420025000)","3,022","1,458","918","386","172","65","15","7","1","0","0"
"충청남도 아산시 배방읍(4420025300)","45,569","19,879","9,438","7,597","6,790","1,549","255","46","12","1","2"
"충청남도 아산시 송악면(4420031000)","1,950","825","639","245","169","52","17","3","0","0","0"
"충청남도 아산시 탕정면(4420033000)","18,308","6,164","2,875","3,881","4,378","871","113","23","1","2","0"
"충청남도 아산시 음봉면(4420035000)","11,000","4,945","2,592","1,684","1,357","339","65","14","1","0","3"
"충청남도 아산시 둔포면(4420036000)","12,432","6,521","2,694","1,709","1,142","289","58","10","7","0","2"
"충청남도 아산시 영인면(4420037000)","2,707","1,287","884","301","135","65","24","6","2","0","3"
"충청남도 아산시 인주면(4420038000)","3,252","1,894","900","276","120","46","14","1","1","0","0"
"충청남도 아산시 선장면(4420039000)","1,557","771","539","168","52","22","4","0","1","0","0"
"충청남도 아산시 도고면(4420040000)","2,308","1,110","803","245","94","41","11","2","1","0","1"
"충청남도 아산시 신창면(4420041000)","11,499","5,455","3,050","1,572","1,030","305","69","10","3","3","2"
"충청남도 아산시 온양1동(4420057000)","5,080","2,652","1,197","699","407","99","19","5","0","0","2"
"충청남도 아산시 온양2동(4420058000)","5,765","3,468","1,344","557","284","89","16","4","3","0","0"
"충청남도 아산시 온양3동(4420059000)","17,212","6,010","4,046","3,310","2,983","722","108","25","5","2","1"
"충청남도 아산시 온양4동(4420060000)","7,219","2,878","2,058","1,240","798","204","34","3","3","0","1"
"충청남도 아산시 온양5동(4420061000)","9,804","3,607","2,625","1,803","1,360","342","50","9","6","1","1"
"충청남도 아산시 온양6동(4420062000)","11,773","4,909","2,832","1,922","1,626","404","60","14","4","1","1"
"충청남도 서산시 (4421000000)","84,173","36,150","23,863","12,644","8,808","2,167","405","89","27","12","8"
"충청남도 서산시 대산읍(4421025000)","6,882","3,822","1,806","736","373","111","25","5","3","1","0"
"충청남도 서산시 인지면(4421031000)","3,385","1,333","1,138","513","285","82","23","5","3","2","1"
"충청남도 서산시 부석면(4421032000)","2,772","1,254","1,071","295","96","37","12","5","0","1","1"
"충청남도 서산시 팔봉면(4421033000)","1,824","822","747","177","50","19","9","0","0","0","0"
"충청남도 서산시 지곡면(4421034000)","3,820","1,650","1,214","548","286","99","17","5","0","0","1"
"충청남도 서산시 성연면(4421036000)","7,150","2,224","1,883","1,486","1,270","241","37","6","3","0","0"
"충청남도 서산시 음암면(4421037000)","4,701","2,168","1,526","561","319","99","18","6","2","2","0"
"충청남도 서산시 운산면(4421038000)","2,717","1,281","1,005","266","103","47","11","2","0","0","2"
"충청남도 서산시 해미면(4421039000)","4,110","2,285","1,152","406","167","70","25","5","0","0","0"
"충청남도 서산시 고북면(4421040000)","2,914","1,296","1,049","345","159","51","11","3","0","0","0"
"충청남도 서산시 부춘동(4421051000)","8,880","4,243","2,252","1,265","860","204","36","15","4","1","0"
"충청남도 서산시 동문1동(4421052500)","7,700","2,848","2,251","1,369","932","240","53","4","1","1","1"
"충청남도 서산시 동문2동(4421053500)","4,375","2,344","1,026","519","360","92","26","3","4","0","1"
"충청남도 서산시 수석동(4421054000)","8,103","3,483","1,939","1,274","1,073","271","43","14","3","2","1"
"충청남도 서산시 석남동(4421055000)","14,840","5,097","3,804","2,884","2,475","504","59","11","4","2","0"
"충청남도 논산시 (4423000000)","56,926","28,150","16,393","6,881","3,937","1,167","289","69","15","9","16"
"충청남도 논산시 강경읍(4423025000)","3,994","2,118","1,215","421","167","50","20","1","2","0","0"
"충청남도 논산시 연무읍(4423025300)","6,485","3,213","1,860","754","435","170","36","11","2","0","4"
"충청남도 논산시 성동면(4423031000)","2,042","1,002","698","226","76","28","9","1","0","1","1"
"충청남도 논산시 광석면(4423032000)","2,140","1,116","672","220","82","35","11","2","1","1","0"
"충청남도 논산시 노성면(4423033000)","1,505","767","497","152","52","24","9","3","1","0","0"
"충청남도 논산시 상월면(4423034000)","1,862","1,016","587","171","61","18","6","0","1","0","2"
"충청남도 논산시 부적면(4423035000)","1,847","965","584","173","87","31","6","0","0","1","0"
"충청남도 논산시 연산면(4423036000)","3,244","1,818","974","284","107","29","21","7","1","1","2"
"충청남도 논산시 벌곡면(4423038000)","1,389","803","420","106","43","8","6","2","0","1","0"
"충청남도 논산시 양촌면(4423039000)","2,991","1,432","918","363","188","60","15","11","0","1","3"
"충청남도 논산시 가야곡면(4423040000)","1,784","929","600","165","62","16","6","4","1","1","0"
"충청남도 논산시 은진면(4423041000)","2,204","1,298","581","201","76","34","10","3","0","0","1"
"충청남도 논산시 채운면(4423042000)","1,065","498","360","126","54","15","7","5","0","0","0"
"충청남도 논산시 취암동(4423051000)","16,837","8,069","4,151","2,368","1,687","458","87","12","3","1","1"
"충청남도 논산시 부창동(4423052000)","7,537","3,106","2,276","1,151","760","191","40","7","3","1","2"
"충청남도 계룡시 (4425000000)","19,631","6,420","5,440","3,698","3,041","848","150","19","11","1","3"
"충청남도 계룡시 두마면(4425031000)","5,853","1,728","1,652","1,281","916","224","41","6","4","0","1"
"충청남도 계룡시 엄사면(4425031500)","7,859","3,138","2,291","1,250","849","269","49","6","4","1","2"
"충청남도 계룡시 신도안면(4425033000)","2,438","424","391","532","828","235","26","2","0","0","0"
"충청남도 계룡시 금암동(4425051000)","3,481","1,130","1,106","635","448","120","34","5","3","0","0"
"충청남도 당진시 (4427000000)","86,468","40,033","22,267","12,515","8,902","2,191","425","100","21","9","5"
"충청남도 당진시 합덕읍(4427025000)","4,266","2,177","1,372","433","183","70","25","6","0","0","0"
"충청남도 당진시 송악읍(4427025300)","14,933","7,246","3,536","2,047","1,583","420","75","21","5","0","0"
"충청남도 당진시 고대면(4427031000)","3,581","1,996","1,092","308","135","28","13","5","3","0","1"
"충청남도 당진시 석문면(4427032000)","4,963","3,143","1,192","396","149","59","14","7","2","1","0"
"충청남도 당진시 대호지면(4427033000)","1,211","571","451","132","35","16","1","4","0","1","0"
"충청남도 당진시 정미면(4427034000)","1,987","1,070","607","208","69","24","6","1","0","1","1"
"충청남도 당진시 면천면(4427035000)","1,761","829","608","222","61","24","13","2","1","0","1"
"충청남도 당진시 순성면(4427036000)","2,513","1,215","849","287","113","33","15","1","0","0","0"
"충청남도 당진시 우강면(4427037000)","2,730","1,255","953","313","143","45","16","4","0","0","1"
"충청남도 당진시 신평면(4427038000)","6,527","2,603","1,857","1,019","763","231","42","7","3","2","0"
"충청남도 당진시 송산면(4427039000)","6,245","3,641","1,394","654","404","116","26","7","1","1","1"
"충청남도 당진시 당진1동(4427051000)","18,962","7,846","4,049","3,546","2,866","555","79","17","2","2","0"
"충청남도 당진시 당진2동(4427052000)","9,851","3,801","2,502","1,760","1,386","336","56","7","2","1","0"
"충청남도 당진시 당진3동(4427053000)","6,938","2,640","1,805","1,190","1,012","234","44","11","2","0","0"
"충청남도 금산군 (4471000000)","26,750","13,538","8,046","2,843","1,581","551","137","36","5","3","10"
"충청남도 금산군 금산읍(4471025000)","10,936","4,679","3,274","1,493","1,041","346","77","18","3","2","3"
"충청남도 금산군 금성면(4471031000)","1,791","980","552","173","56","19","9","1","0","0","1"
"충청남도 금산군 제원면(4471032000)","1,596","886","483","142","55","18","9","2","0","0","1"
"충청남도 금산군 부리면(4471033000)","1,433","808","479","89","38","15","0","3","1","0","0"
"충청남도 금산군 군북면(4471034000)","1,379","747","436","121","53","13","8","1","0","0","0"
"충청남도 금산군 남일면(4471035000)","1,400","732","456","124","54","27","5","0","0","0","2"
"충청남도 금산군 남이면(4471036000)","1,134","600","392","86","36","13","5","1","0","0","1"
"충청남도 금산군 진산면(4471037000)","1,880","1,087","559","143","54","24","10","1","1","1","0"
"충청남도 금산군 복수면(4471038000)","1,683","934","502","160","54","26","4","3","0","0","0"
"충청남도 금산군 추부면(4471039000)","3,518","2,085","913","312","140","50","10","6","0","0","2"
"충청남도 부여군 (4476000000)","32,007","15,734","10,320","3,441","1,695","605","158","35","10","7","2"
"충청남도 부여군 부여읍(4476025000)","9,156","4,362","2,675","1,181","659","213","50","12","2","1","1"
"충청남도 부여군 규암면(4476031000)","5,673","2,572","1,633","774","481","170","35","5","2","1","0"
"충청남도 부여군 은산면(4476032000)","1,943","907","704","214","67","37","11","2","1","0","0"
"충청남도 부여군 외산면(4476033000)","1,287","673","470","99","27","10","8","0","0","0","0"
